DATAFLOW,LAST UPDATE,freq,unit,sector,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Belgium,2021,49.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Belgium,2022,48.9,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Belgium,2023,48.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Belgium,2024,49.7,p,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,1995,26.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,1996,28.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,1997,33.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,1998,35.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,1999,41.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2000,43.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2001,41.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2002,38.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2003,38.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2004,39.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2005,38.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2006,36.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2007,37.7,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2008,38.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2009,34.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2010,32.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2011,32.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2012,33.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2013,37.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2014,37.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2015,38.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2016,35.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2017,36.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2018,38.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2019,38.7,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2020,37.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2021,37.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2022,38.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2023,36.9,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Bulgaria,2024,36.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,1995,31.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,1996,32.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,1997,31.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,1998,32.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,1999,32.7,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2000,33.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2001,32.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2002,33.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2003,32.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2004,32.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2005,32.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2006,32.2,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2007,31.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2008,32.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2009,33.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2010,32.7,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2011,33.2,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2012,32.9,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2013,33.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2014,33.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2015,34.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2016,33.9,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2017,34.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2018,34.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2019,34.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2020,35.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2021,34.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2022,33.9,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2023,33.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Switzerland,2024,34.2,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,1995,32.2,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,1996,32.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,1997,31.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,1998,32.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,1999,32.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2000,34.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2001,35.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2002,35.2,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2003,37.2,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2004,37.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2005,39.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2006,40.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2007,43.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2008,41.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2009,39.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2010,39.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2011,39.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2012,39.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2013,40.7,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2014,43.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2015,42.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2016,40.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2017,40.6,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2018,40.9,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2019,41.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2020,40.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2021,41.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2022,40.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2023,42.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Cyprus,2024,42.4,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,1995,40.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,1996,38.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,1997,38.2,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,1998,37.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,1999,37.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2000,37.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2001,37.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2002,38.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2003,42.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2004,39.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2005,39.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2006,39.3,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2007,39.8,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2008,38.9,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2009,39.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2010,39.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2011,40.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2012,40.5,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2013,41.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2014,40.2,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2015,41.0,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2016,40.1,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2017,39.9,,
ESTAT:GOV_10A_MAIN(1.0),21/10/25 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government revenue,Czechia,2018,41.0,,
