DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2006,136578.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2007,141602.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2008,145962.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2009,147542.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2010,151942.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2011,158484.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2012,163008.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2013,165661.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2014,168572.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2015,172547.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2016,178189.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2017,184893.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2018,190300.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2019,194813.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2020,181204.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2021,193307.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2022,220046.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2023,236916.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Austria,2024,246388.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2000,6033.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2001,6485.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2002,6906.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2003,7288.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2004,7620.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2005,8287.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2006,8993.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2007,9813.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2008,11015.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2009,10599.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2010,10758.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2011,11058.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2012,11260.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2013,11342.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2014,11479.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2015,11611.6,b,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2016,11843.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2017,12146.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2018,12577.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2019,13071.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2020,12608.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2021,13466.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2022,15529.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2023,17204.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bosnia and Herzegovina,2024,17829.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,1995,115013.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,1996,115774.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,1997,115573.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,1998,120337.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,1999,124084.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2000,131873.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2001,136204.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2002,138275.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2003,141292.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2004,146262.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2005,152567.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2006,159499.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2007,167263.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2008,174880.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2009,176511.6,b,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2010,186428.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2011,192635.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2012,199748.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2013,204475.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2014,208226.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2015,213175.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2016,219724.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2017,228529.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2018,236930.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2019,243826.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2020,228198.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2021,247261.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2022,283693.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2023,304657.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Belgium,2024,315989.4,p,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,1995,8309.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,1996,7228.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,1997,6555.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,1998,7500.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,1999,8291.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2000,9543.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2001,10845.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2002,11861.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2003,12694.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2004,14324.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2005,16440.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2006,18249.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2007,22140.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2008,24339.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2009,23445.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2010,24419.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2011,25832.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2012,27554.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2013,26093.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2014,26803.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2015,28146.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2016,29208.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2017,31333.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2018,33099.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2019,35830.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2020,35607.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2021,41015.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2022,49453.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2023,54059.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Bulgaria,2024,59587.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,1995,146973.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,1996,148256.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,1997,145334.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,1998,150754.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,1999,156431.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2000,165962.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2001,175803.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2002,180494.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2003,176818.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2004,178391.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2005,182180.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2006,184575.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2007,183338.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2008,195931.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2009,207478.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2010,232047.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2011,262366.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2012,271810.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2013,270826.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2014,276322.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2015,317426.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2016,315255.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2017,315260.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2018,309110.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2019,323619.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2020,322903.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2021,327212.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2022,377102.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Switzerland,2023,403285.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,1995,4603.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,1996,4875.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,1997,5146.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,1998,5597.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,1999,5921.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,2000,6572.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,2001,7023.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,2002,7334.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,2003,7718.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure of households,Cyprus,2004,8447.9,,
